key,issue,langValue,enValue,trValue
q_which_is_queen_person,same-as-tr,"Hangisi kraliçe?","Who is the queen?","Hangisi kraliçe?"
q_which_is_quiet,same-as-tr,"Hangisi sessiz?","Which one is quiet?","Hangisi sessiz?"
q_which_is_rabbit_person,same-as-tr,"Hangisi tavşan?","Which one is the rabbit?","Hangisi tavşan?"
q_which_is_right,same-as-tr,"Hangisi sağa bakıyor?","Which one is looking right?","Hangisi sağa bakıyor?"
q_which_is_rough,same-as-tr,"Hangisi pürüzlü?","Which one is rough?","Hangisi pürüzlü?"
q_which_is_rough_person,same-as-tr,"Hangisi pürüzlü?","Who is rough?","Hangisi pürüzlü?"
q_which_is_satiated_person,same-as-tr,"Hangisi tok?","Who is full?","Hangisi tok?"
q_which_is_shallow,same-as-tr,"Hangisi sığ?","Which one is shallow?","Hangisi sığ?"
q_which_is_shape,same-as-tr,"Hangisi {shape} şeklinde?","Which one is a {shape}?","Hangisi {shape} şeklinde?"
q_which_is_shiny,same-as-tr,"Hangisi parlak?","Which one is shiny?","Hangisi parlak?"
q_which_is_short,same-as-tr,"Hangisi kısa?","Which one is short?","Hangisi kısa?"
q_which_is_slow,same-as-tr,"Hangisi yavaş?","Which one is slow?","Hangisi yavaş?"
q_which_is_small,same-as-tr,"Hangisi küçük?","Which one is small?","Hangisi küçük?"
q_which_is_smooth,same-as-tr,"Hangisi pürüzsüz?","Which one is smooth?","Hangisi pürüzsüz?"
q_which_is_snow_person,same-as-tr,"Hangisi kar?","Which one is the snow?","Hangisi kar?"
q_which_is_soft,same-as-tr,"Hangisi yumuşak?","Which one is soft?","Hangisi yumuşak?"
q_which_is_sour,same-as-tr,"Hangisi ekşi?","Which one is sour?","Hangisi ekşi?"
q_which_is_sparse,same-as-tr,"Hangisi tenha?","Which one is sparse?","Hangisi tenha?"
q_which_is_stale,same-as-tr,"Hangisi bayat?","Which one is stale?","Hangisi bayat?"
q_which_is_stone_person,same-as-tr,"Hangisi taş?","Which one is the stone?","Hangisi taş?"
q_which_is_straight,same-as-tr,"Hangisi düz?","Which one is straight?","Hangisi düz?"
q_which_is_strawberry_person,same-as-tr,"Hangisi çilek?","Which one is the strawberry?","Hangisi çilek?"
q_which_is_sweet,same-as-tr,"Hangisi tatlı?","Which one is sweet?","Hangisi tatlı?"
q_which_is_teacher_person,same-as-tr,"Hangisi öğretmen?","Who is the teacher?","Hangisi öğretmen?"
q_which_is_thick,same-as-tr,"Hangisi kalın?","Which one is thick?","Hangisi kalın?"
q_which_is_thin,same-as-tr,"Hangisi ince?","Which one is thin?","Hangisi ince?"
q_which_is_thorny,same-as-tr,"Hangisi dikenli?","Which one is thorny?","Hangisi dikenli?"
q_which_is_thorny_person,same-as-tr,"Hangisi dikenli?","Who is thorny?","Hangisi dikenli?"
q_which_is_tidy,same-as-tr,"Hangisi düzenli?","Which one is tidy?","Hangisi düzenli?"
q_which_is_tomato_person,same-as-tr,"Hangisi domates?","Which one is the tomato?","Hangisi domates?"
q_which_is_tongue_person,same-as-tr,"Hangisi dil?","Which one is the tongue?","Hangisi dil?"
q_which_is_transparent,same-as-tr,"Hangisi şeffaf?","Which one is transparent?","Hangisi şeffaf?"
q_which_is_tree_person,same-as-tr,"Hangisi ağaç?","Which one is the tree?","Hangisi ağaç?"
q_which_is_tree_trunk_person,same-as-tr,"Hangisi ağaç gövdesi?","Which one is the tree trunk?","Hangisi ağaç gövdesi?"
q_which_is_tulip_person,same-as-tr,"Hangisi lale?","Which one is the tulip?","Hangisi lale?"
q_which_is_turtle_person,same-as-tr,"Hangisi kaplumbağa?","Which one is the turtle?","Hangisi kaplumbağa?"
q_which_is_under,same-as-tr,"Hangisi bir şeyin altında?","Which one is under something?","Hangisi bir şeyin altında?"
q_which_is_untied,same-as-tr,"Hangisi çözülmüş?","Which one is untied?","Hangisi çözülmüş?"
q_which_is_upright,same-as-tr,"Hangisi düz duruyor?","Which one is upright?","Hangisi düz duruyor?"
q_which_is_upright_person,same-as-tr,"Hangisi düz duruyor?","Who is standing upright?","Hangisi düz duruyor?"
q_which_is_upsidedown,same-as-tr,"Hangisi ters dönmüş?","Which one is upside down?","Hangisi ters dönmüş?"
q_which_is_upsidedown_person,same-as-tr,"Hangisi baş aşağı duruyor?","Who is upside down?","Hangisi baş aşağı duruyor?"
q_which_is_waiter_person,same-as-tr,"Hangisi garson?","Who is the waiter?","Hangisi garson?"
q_which_is_waterfall_person,same-as-tr,"Hangisi şelale?","Which one is the waterfall?","Hangisi şelale?"
q_which_is_watermelon_person,same-as-tr,"Hangisi karpuz?","Which one is the watermelon?","Hangisi karpuz?"
q_which_is_wet,same-as-tr,"Hangisi ıslak?","Which one is wet?","Hangisi ıslak?"
q_which_is_wet_person,same-as-tr,"Hangisi ıslak?","Who is wet?","Hangisi ıslak?"
q_which_is_wide,same-as-tr,"Hangisi geniş?","Which one is wide?","Hangisi geniş?"
q_which_is_wrinkled,same-as-tr,"Hangisi kırışık?","Which one is wrinkled?","Hangisi kırışık?"
q_which_is_young,same-as-tr,"Hangisi genç?","Who is young?","Hangisi genç?"
q_which_is_young_person,same-as-tr,"Hangisi genç?","Who is young?","Hangisi genç?"
q_which_sense_see_person,same-as-tr,"Görmek için hangisini kullanırız?","Which one do we use to see?","Görmek için hangisini kullanırız?"
q_who_brings_letter,same-as-tr,"Mektupları kim getirir?","Who brings the mail?","Mektupları kim getirir?"
q_who_cooks_food,same-as-tr,"Yemeği kim pişirir?","Who cooks food?","Yemeği kim pişirir?"
q_who_cuts_hair,same-as-tr,"Saçı kim keser?","Who cuts hair?","Saçı kim keser?"
q_who_do_we_play_with,same-as-tr,"Kiminle oynarız?","Who do we play with?","Kiminle oynarız?"
q_who_flies_plane,same-as-tr,"Uçağı kim kullanır?","Who flies the plane?","Uçağı kim kullanır?"
q_who_gives_first_aid,same-as-tr,"İlk yardımı kim yapar?","Who gives first aid?","İlk yardımı kim yapar?"
q_who_goes_to_space_in_rocket,same-as-tr,"Roketle uzaya kim gider?","Who goes to space in a rocket?","Roketle uzaya kim gider?"
q_who_is_driving_car,same-as-tr,"Arabayı kim sürüyor?","Who is driving the car?","Arabayı kim sürüyor?"
q_who_is_happy_to_see_food,same-as-tr,"Yemek görünce kim mutlu olur?","Who is happy to see food?","Yemek görünce kim mutlu olur?"
q_who_is_playing_with_ball,same-as-tr,"Topla kim oynuyor?","Who is playing with the ball?","Topla kim oynuyor?"
q_who_is_sad_about_broken_toy,same-as-tr,"Kırık oyuncak için kim üzgün?","Who is sad about the broken toy?","Kırık oyuncak için kim üzgün?"
q_who_makes_honey,same-as-tr,"Balı kim yapar?","Who makes honey?","Balı kim yapar?"
q_who_plows_field_and_grows_vegetables,same-as-tr,"Tarlayı kim sürer ve sebze yetiştirir?","Who plows the field and grows vegetables?","Tarlayı kim sürer ve sebze yetiştirir?"
q_who_provides_milk,same-as-tr,"Sütü bize kim sağlar?","Who provides milk?","Sütü bize kim sağlar?"
q_who_reads_bedtime_stories,same-as-tr,"Bize kim uyku masalı okur?","Who reads us bedtime stories?","Bize kim uyku masalı okur?"
q_who_studies_and_learns_at_school,same-as-tr,"Okulda kim ders çalışır ve öğrenir?","Who studies and learns at school?","Okulda kim ders çalışır ve öğrenir?"
q_who_teaches_at_school,same-as-tr,"Okulda bize kim ders anlatır?","Who teaches at school?","Okulda bize kim ders anlatır?"
q_who_to_when_fire,same-as-tr,"Yangın çıkınca kimi ararız?","Who do we call when there's a fire?","Yangın çıkınca kimi ararız?"
q_who_to_when_sick,same-as-tr,"Hastalanınca kime gideriz?","Who do we go to when we are sick?","Hastalanınca kime gideriz?"
q_who_wears_crown_and_lives_in_palace,same-as-tr,"Kim taç takar ve sarayda yaşar?","Who wears a crown and lives in a palace?","Kim taç takar ve sarayda yaşar?"
q_why_child_holds_umbrella,same-as-tr,"Çocuk neden şemsiye tutuyor?","Why is the child holding an umbrella?","Çocuk neden şemsiye tutuyor?"
q_why_child_is_cold,same-as-tr,"Çocuk neden üşüyor?","Why is the child cold?","Çocuk neden üşüyor?"
q_why_child_is_crying,same-as-tr,"Çocuk neden ağlıyor?","Why is the child crying?","Çocuk neden ağlıyor?"
q_why_child_is_happy,same-as-tr,"Çocuk neden mutlu?","Why is the child happy?","Çocuk neden mutlu?"
q_why_child_is_lying_down,same-as-tr,"Çocuk neden yatıyor?","Why is the child lying down?","Çocuk neden yatıyor?"
q_why_child_is_tired,same-as-tr,"Çocuk neden yorgun?","Why is the child tired?","Çocuk neden yorgun?"
q_why_dirty_dishes_are_clean,same-as-tr,"Kirli bulaşıklar neden temiz?","Why are the dirty dishes clean?","Kirli bulaşıklar neden temiz?"
q_why_floor_is_wet,same-as-tr,"Yer neden ıslak?","Why is the floor wet?","Yer neden ıslak?"
q_why_hair_is_wet,same-as-tr,"Saç neden ıslak?","Why is the hair wet?","Saç neden ıslak?"
q_why_hands_get_dirty,same-as-tr,"Eller neden kirlenir?","Why do hands get dirty?","Eller neden kirlenir?"
q_why_ice_cream_melted,same-as-tr,"Dondurma neden eridi?","Why is the ice cream melted?","Dondurma neden eridi?"
q_why_room_is_bright,same-as-tr,"Oda neden aydınlık?","Why is the room bright?","Oda neden aydınlık?"
q_why_room_is_dark,same-as-tr,"Oda neden karanlık?","Why is the room dark?","Oda neden karanlık?"
q_why_some_people_wear_glasses,same-as-tr,"Bazı insanlar neden gözlük takar?","Why do some people wear glasses?","Bazı insanlar neden gözlük takar?"
q_why_vase_is_broken,same-as-tr,"Vazo neden kırık?","Why is the vase broken?","Vazo neden kırık?"
q_why_wrinkled_clothes_became_smooth,same-as-tr,"Kırışık kıyafetler neden düzleşti?","Why did the wrinkled clothes become smooth?","Kırışık kıyafetler neden düzleşti?"
sp_belowabove_1_answer,same-as-tr,"Evet, uçak yukarıda.","Yes, the plane is above.","Evet, uçak yukarıda."
sp_belowabove_1_question,same-as-tr,"Hangisi yukarıda: uçak mı yoksa gemi mi?","Which one is above: the plane or the ship?","Hangisi yukarıda: uçak mı yoksa gemi mi?"
sp_belowabove_2_answer,same-as-tr,"Evet, gemi aşağıda.","Yes, the ship is below.","Evet, gemi aşağıda."
sp_belowabove_2_question,same-as-tr,"Hangisi aşağıda: uçak mı yoksa gemi mi?","Which one is below: the plane or the ship?","Hangisi aşağıda: uçak mı yoksa gemi mi?"
sp_belowabove_3_answer,same-as-tr,"Evet, güneş yukarıda.","Yes, the sun is above.","Evet, güneş yukarıda."
sp_belowabove_3_question,same-as-tr,"Hangisi yukarıda: güneş mi yoksa ağaçlar mı?","Which one is above: the sun or the trees?","Hangisi yukarıda: güneş mi yoksa ağaçlar mı?"
sp_belowabove_4_answer,same-as-tr,"Evet, ağaçlar aşağıda.","Yes, the trees are below.","Evet, ağaçlar aşağıda."
sp_belowabove_4_question,same-as-tr,"Hangisi aşağıda: güneş mi yoksa ağaçlar mı?","Which one is below: the sun or the trees?","Hangisi aşağıda: güneş mi yoksa ağaçlar mı?"
sp_belowabove_5_answer,same-as-tr,"Evet, uçurtma yukarıda.","Yes, the kite is above.","Evet, uçurtma yukarıda."
sp_belowabove_5_question,same-as-tr,"Hangisi yukarıda: uçurtma mı yoksa ağaç mı?","Which one is above: the kite or the tree?","Hangisi yukarıda: uçurtma mı yoksa ağaç mı?"
sp_belowabove_6_answer,same-as-tr,"Evet, ağaç aşağıda.","Yes, the tree is below.","Evet, ağaç aşağıda."
sp_belowabove_6_question,same-as-tr,"Hangisi aşağıda: uçurtma mı yoksa ağaç mı?","Which one is below: the kite or the tree?","Hangisi aşağıda: uçurtma mı yoksa ağaç mı?"
sp_belowabove_7_answer,same-as-tr,"Evet, ay yukarıda.","Yes, the moon is above.","Evet, ay yukarıda."
sp_belowabove_7_question,same-as-tr,"Hangisi yukarıda: ay mı yoksa ağaç mı?","Which one is above: the moon or the tree?","Hangisi yukarıda: ay mı yoksa ağaç mı?"
sp_belowabove_8_answer,same-as-tr,"Evet, ağaç aşağıda.","Yes, the tree is below.","Evet, ağaç aşağıda."
sp_belowabove_8_question,same-as-tr,"Hangisi aşağıda: ay mı yoksa ağaç mı?","Which one is below: the moon or the tree?","Hangisi aşağıda: ay mı yoksa ağaç mı?"
sp_beside_10_answer,same-as-tr,"Bu evler karşı karşıya.","These houses are opposite each other.","Bu evler karşı karşıya."
sp_beside_10_question,same-as-tr,"Karşılıklı olanlar hangileri?","Which ones are opposite each other?","Karşılıklı olanlar hangileri?"
sp_beside_11_answer,same-as-tr,"Bu tuzluk ve biberlik yan yana.","These salt and pepper shakers are beside each other.","Bu tuzluk ve biberlik yan yana."
sp_beside_11_question,same-as-tr,"Yan yana olanlar hangileri?","Which ones are beside each other?","Yan yana olanlar hangileri?"
sp_beside_12_answer,same-as-tr,"Bu tuzluk ve biberlik karşı karşıya.","These salt and pepper shakers are opposite each other.","Bu tuzluk ve biberlik karşı karşıya."
sp_beside_12_question,same-as-tr,"Karşılıklı olanlar hangileri?","Which ones are opposite each other?","Karşılıklı olanlar hangileri?"
sp_beside_13_answer,same-as-tr,"Bu kediler yan yana.","These cats are beside each other.","Bu kediler yan yana."
sp_beside_13_question,same-as-tr,"Yan yana olanlar hangileri?","Which ones are beside each other?","Yan yana olanlar hangileri?"
sp_beside_14_answer,same-as-tr,"Bu kediler karşı karşıya.","These cats are opposite each other.","Bu kediler karşı karşıya."
sp_beside_14_question,same-as-tr,"Karşılıklı olanlar hangileri?","Which ones are opposite each other?","Karşılıklı olanlar hangileri?"
sp_beside_15_answer,same-as-tr,"Bu futbolcular yan yana.","These players are beside each other.","Bu futbolcular yan yana."
sp_beside_15_question,same-as-tr,"Yan yana olanlar hangileri?","Which ones are beside each other?","Yan yana olanlar hangileri?"
sp_beside_16_answer,same-as-tr,"Bu futbolcular karşı karşıya.","These players are opposite each other.","Bu futbolcular karşı karşıya."
sp_beside_16_question,same-as-tr,"Karşılıklı olanlar hangileri?","Which ones are opposite each other?","Karşılıklı olanlar hangileri?"
sp_beside_1_answer,same-as-tr,"Bu sandalyeler yan yana duruyor.","These chairs are beside each other.","Bu sandalyeler yan yana duruyor."
sp_beside_1_question,same-as-tr,"Yan yana olanlar hangileri?","Which ones are beside each other?","Yan yana olanlar hangileri?"
sp_beside_2_answer,same-as-tr,"Bu sandalyeler karşı karşıya.","These chairs are opposite each other.","Bu sandalyeler karşı karşıya."
sp_beside_2_question,same-as-tr,"Karşılıklı olanlar hangileri?","Which ones are opposite each other?","Karşılıklı olanlar hangileri?"
sp_beside_3_answer,same-as-tr,"Bu çocuklar yan yana duruyor.","These children are beside each other.","Bu çocuklar yan yana duruyor."
sp_beside_3_question,same-as-tr,"Yan yana duranlar hangileri?","Which ones are beside each other?","Yan yana duranlar hangileri?"
sp_beside_4_answer,same-as-tr,"Bu çocuklar karşı karşıya.","These children are opposite each other.","Bu çocuklar karşı karşıya."
sp_beside_4_question,same-as-tr,"Karşılıklı duranlar hangileri?","Which ones are opposite each other?","Karşılıklı duranlar hangileri?"
sp_beside_5_answer,same-as-tr,"Bu satranç taşları yan yana.","These chess pieces are beside each other.","Bu satranç taşları yan yana."
sp_beside_5_question,same-as-tr,"Yan yana olanlar hangileri?","Which ones are beside each other?","Yan yana olanlar hangileri?"
sp_beside_6_answer,same-as-tr,"Bu satranç taşları karşı karşıya.","These chess pieces are opposite each other.","Bu satranç taşları karşı karşıya."
sp_beside_6_question,same-as-tr,"Karşılıklı olanlar hangileri?","Which ones are opposite each other?","Karşılıklı olanlar hangileri?"
sp_beside_7_answer,same-as-tr,"Bu ağaçlar yan yana.","These trees are beside each other.","Bu ağaçlar yan yana."
sp_beside_7_question,same-as-tr,"Yan yana olanlar hangileri?","Which ones are beside each other?","Yan yana olanlar hangileri?"
sp_beside_8_answer,same-as-tr,"Bu ağaçlar karşı karşıya.","These trees are opposite each other.","Bu ağaçlar karşı karşıya."
sp_beside_8_question,same-as-tr,"Karşılıklı olanlar hangileri?","Which ones are opposite each other?","Karşılıklı olanlar hangileri?"
sp_beside_9_answer,same-as-tr,"Bu evler yan yana.","These houses are beside each other.","Bu evler yan yana."
sp_beside_9_question,same-as-tr,"Yan yana olanlar hangileri?","Which ones are beside each other?","Yan yana olanlar hangileri?"
sp_between_1_answer,same-as-tr,"Blokların arasındaki top.","This ball is between the blocks.","Blokların arasındaki top."
sp_between_1_question,same-as-tr,"Blokların arasındaki hangisi?","Which one is between the blocks?","Blokların arasındaki hangisi?"
sp_between_2_answer,same-as-tr,"Binaların arasındaki araba.","This car is between the buildings.","Binaların arasındaki araba."
sp_between_2_question,same-as-tr,"Binaların arasındaki hangisi?","Which one is between the buildings?","Binaların arasındaki hangisi?"
sp_between_3_answer,same-as-tr,"Annesiyle babasının arasındaki çocuk.","This child is between mom and dad.","Annesiyle babasının arasındaki çocuk."
sp_between_3_question,same-as-tr,"Annesiyle babasının arasındaki hangisi?","Which one is between mom and dad?","Annesiyle babasının arasındaki hangisi?"
sp_between_4_answer,same-as-tr,"Ekmeklerin arasındaki peynir.","The cheese is between the bread.","Ekmeklerin arasındaki peynir."
sp_between_4_question,same-as-tr,"Ekmeklerin arasındaki hangisi?","Which one is between the slices of bread?","Ekmeklerin arasındaki hangisi?"
sp_highlow_10_answer,same-as-tr,"Ev daha alçak.","The house is shorter.","Ev daha alçak."
sp_highlow_10_question,same-as-tr,"Hangi bina daha alçak?","Which building is shorter?","Hangi bina daha alçak?"
sp_highlow_11_answer,same-as-tr,"Bu dolap daha yüksek.","This cabinet is taller.","Bu dolap daha yüksek."
sp_highlow_11_question,same-as-tr,"Hangi dolap daha yüksek?","Which cabinet is taller?","Hangi dolap daha yüksek?"
sp_highlow_12_answer,same-as-tr,"Bu dolap daha alçak.","This cabinet is shorter.","Bu dolap daha alçak."
sp_highlow_12_question,same-as-tr,"Hangi dolap daha alçak?","Which cabinet is shorter?","Hangi dolap daha alçak?"
sp_highlow_13_answer,same-as-tr,"Bu tümsek daha yüksek.","This mound is higher.","Bu tümsek daha yüksek."
sp_highlow_13_question,same-as-tr,"Hangi tümsek daha yüksek?","Which mound is higher?","Hangi tümsek daha yüksek?"
sp_highlow_14_answer,same-as-tr,"Bu çukur daha alçak.","This pit is lower.","Bu çukur daha alçak."
sp_highlow_14_question,same-as-tr,"Hangi çukur daha alçak?","Which pit is lower?","Hangi çukur daha alçak?"
sp_highlow_1_answer,same-as-tr,"Dağ daha yüksek.","The mountain is higher.","Dağ daha yüksek."
sp_highlow_1_question,same-as-tr,"Hangisi daha yüksek: dağ mı yoksa tepe mi?","Which one is higher: the mountain or the hill?","Hangisi daha yüksek: dağ mı yoksa tepe mi?"
sp_highlow_2_answer,same-as-tr,"Tepe daha alçak.","The hill is lower.","Tepe daha alçak."
sp_highlow_2_question,same-as-tr,"Hangisi daha alçak: dağ mı yoksa tepe mi?","Which one is lower: the mountain or the hill?","Hangisi daha alçak: dağ mı yoksa tepe mi?"
sp_highlow_3_answer,same-as-tr,"Yukarıdaki çocuk.","The child is higher.","Yukarıdaki çocuk."
sp_highlow_3_question,same-as-tr,"Trambolinde yukarıda olan kim?","Who is higher on the trampoline?","Trambolinde yukarıda olan kim?"
sp_highlow_4_answer,same-as-tr,"Aşağıdaki tabure.","The stool is lower.","Aşağıdaki tabure."
sp_highlow_4_question,same-as-tr,"Trambolinde aşağıda olan ne?","What is lower than the trampoline?","Trambolinde aşağıda olan ne?"
sp_highlow_5_answer,same-as-tr,"Yukarıdaki çocuk.","The child is higher up.","Yukarıdaki çocuk."
sp_highlow_5_question,same-as-tr,"Yukarıda olan hangisi?","Who is higher up?","Yukarıda olan hangisi?"
sp_highlow_6_answer,same-as-tr,"Aşağıdaki salıncak.","The swing is lower down.","Aşağıdaki salıncak."
sp_highlow_6_question,same-as-tr,"Aşağıda olan hangisi?","What is lower down?","Aşağıda olan hangisi?"
sp_highlow_7_answer,same-as-tr,"Üst rafta kitaplar var.","Yes, the books are on the top shelf.","Üst rafta kitaplar var."
sp_highlow_7_question,same-as-tr,"Kitaplar hangi rafta, üst rafta mı?","Are the books on the top shelf?","Kitaplar hangi rafta, üst rafta mı?"
sp_highlow_8_answer,same-as-tr,"Alt rafta kitaplar var.","Yes, the books are on the bottom shelf.","Alt rafta kitaplar var."
sp_highlow_8_question,same-as-tr,"Kitaplar hangi rafta, alt rafta mı?","Are the books on the bottom shelf?","Kitaplar hangi rafta, alt rafta mı?"
sp_highlow_9_answer,same-as-tr,"Gökdelen daha yüksek.","The skyscraper is taller.","Gökdelen daha yüksek."
sp_highlow_9_question,same-as-tr,"Hangi bina daha yüksek?","Which building is taller?","Hangi bina daha yüksek?"
sp_infront_10_answer,same-as-tr,"Kapının arkasındaki adam.","This man is behind the door.","Kapının arkasındaki adam."
sp_infront_10_question,same-as-tr,"Kapının arkasındaki hangisi?","Which one is behind the door?","Kapının arkasındaki hangisi?"
sp_infront_11_answer,same-as-tr,"Askere ait kalkan arkasında.","This shield is behind the soldier.","Askere ait kalkan arkasında."
sp_infront_11_question,same-as-tr,"Hangi kalkan askerin arkasında?","Which shield is behind the soldier?","Hangi kalkan askerin arkasında?"
sp_infront_12_answer,same-as-tr,"Askere ait kalkan önünde.","This shield is in front of the soldier.","Askere ait kalkan önünde."
sp_infront_12_question,same-as-tr,"Hangi kalkan askerin önünde?","Which shield is in front of the soldier?","Hangi kalkan askerin önünde?"
sp_infront_1_answer,same-as-tr,"Kulübenin önündeki köpek.","This dog is in front of the doghouse.","Kulübenin önündeki köpek."
sp_infront_1_question,same-as-tr,"Kulübenin önündeki hangisi?","Which one is in front of the doghouse?","Kulübenin önündeki hangisi?"
sp_infront_2_answer,same-as-tr,"Kulübenin arkasındaki köpek.","This dog is behind the doghouse.","Kulübenin arkasındaki köpek."
sp_infront_2_question,same-as-tr,"Kulübenin arkasındaki hangisi?","Which one is behind the doghouse?","Kulübenin arkasındaki hangisi?"
sp_infront_3_answer,same-as-tr,"Ağacın önündeki çocuk.","This child is in front of the tree.","Ağacın önündeki çocuk."
sp_infront_3_question,same-as-tr,"Ağacın önündeki hangisi?","Which one is in front of the tree?","Ağacın önündeki hangisi?"
sp_infront_4_answer,same-as-tr,"Ağacın arkasındaki çocuk.","This child is behind the tree.","Ağacın arkasındaki çocuk."
sp_infront_4_question,same-as-tr,"Ağacın arkasındaki hangisi?","Which one is behind the tree?","Ağacın arkasındaki hangisi?"
sp_infront_5_answer,same-as-tr,"Evin önündeki araba.","This car is in front of the house.","Evin önündeki araba."
sp_infront_5_question,same-as-tr,"Evin önündeki hangisi?","Which one is in front of the house?","Evin önündeki hangisi?"
sp_infront_6_answer,same-as-tr,"Evin arkasındaki araba.","This car is behind the house.","Evin arkasındaki araba."
sp_infront_6_question,same-as-tr,"Evin arkasındaki hangisi?","Which one is behind the house?","Evin arkasındaki hangisi?"
sp_infront_7_answer,same-as-tr,"Sandalyenin önündeki çocuk.","This child is in front of the chair.","Sandalyenin önündeki çocuk."
sp_infront_7_question,same-as-tr,"Sandalyenin önündeki hangisi?","Which one is in front of the chair?","Sandalyenin önündeki hangisi?"
sp_infront_8_answer,same-as-tr,"Sandalyenin arkasındaki çocuk.","This child is behind the chair.","Sandalyenin arkasındaki çocuk."
sp_infront_8_question,same-as-tr,"Sandalyenin arkasındaki hangisi?","Which one is behind the chair?","Sandalyenin arkasındaki hangisi?"
sp_infront_9_answer,same-as-tr,"Kapının önündeki adam.","This man is in front of the door.","Kapının önündeki adam."
sp_infront_9_question,same-as-tr,"Kapının önündeki hangisi?","Which one is in front of the door?","Kapının önündeki hangisi?"
sp_inside_10_answer,same-as-tr,"Çadırın dışındaki insan.","This person is outside the tent.","Çadırın dışındaki insan."
sp_inside_10_question,same-as-tr,"Çadırın dışındaki hangisi?","Which one is outside the tent?","Çadırın dışındaki hangisi?"
sp_inside_1_answer,same-as-tr,"Kulübenin içindeki köpek.","This dog is inside the doghouse.","Kulübenin içindeki köpek."
sp_inside_1_question,same-as-tr,"Kulübenin içindeki hangisi?","Which one is inside the doghouse?","Kulübenin içindeki hangisi?"
sp_inside_2_answer,same-as-tr,"Kulübenin dışındaki köpek.","This dog is outside the doghouse.","Kulübenin dışındaki köpek."
sp_inside_2_question,same-as-tr,"Kulübenin dışındaki hangisi?","Which one is outside the doghouse?","Kulübenin dışındaki hangisi?"
sp_inside_3_answer,same-as-tr,"Otobüsün içindeki öğrenciler.","These students are inside the bus.","Otobüsün içindeki öğrenciler."
sp_inside_3_question,same-as-tr,"Otobüsün içindekiler hangileri?","Which ones are inside the bus?","Otobüsün içindekiler hangileri?"
sp_inside_4_answer,same-as-tr,"Otobüsün dışındaki öğrenciler.","These students are outside the bus.","Otobüsün dışındaki öğrenciler."
sp_inside_4_question,same-as-tr,"Otobüsün dışındakiler hangileri?","Which ones are outside the bus?","Otobüsün dışındakiler hangileri?"
sp_inside_5_answer,same-as-tr,"Sepetin içindeki elmalar.","These apples are inside the basket.","Sepetin içindeki elmalar."
sp_inside_5_question,same-as-tr,"Sepetin içindekiler hangileri?","Which ones are inside the basket?","Sepetin içindekiler hangileri?"
sp_inside_6_answer,same-as-tr,"Sepetin dışındaki elmalar.","These apples are outside the basket.","Sepetin dışındaki elmalar."
sp_inside_6_question,same-as-tr,"Sepetin dışındakiler hangileri?","Which ones are outside the basket?","Sepetin dışındakiler hangileri?"
sp_inside_7_answer,same-as-tr,"Kalemliğin içindeki kalemler.","These pencils are inside the pencil case.","Kalemliğin içindeki kalemler."
sp_inside_7_question,same-as-tr,"Kalemliğin içindekiler hangileri?","Which ones are inside the pencil case?","Kalemliğin içindekiler hangileri?"
sp_inside_8_answer,same-as-tr,"Kalemliğin dışındaki kalemler.","These pencils are outside the pencil case.","Kalemliğin dışındaki kalemler."
sp_inside_8_question,same-as-tr,"Kalemliğin dışındakiler hangileri?","Which ones are outside the pencil case?","Kalemliğin dışındakiler hangileri?"
sp_inside_9_answer,same-as-tr,"Çadırın içindeki insan.","This person is inside the tent.","Çadırın içindeki insan."
sp_inside_9_question,same-as-tr,"Çadırın içindeki hangisi?","Which one is inside the tent?","Çadırın içindeki hangisi?"
sp_nearfar_10_answer,same-as-tr,"Bu gemi daha uzak.","This ship is farther.","Bu gemi daha uzak."
sp_nearfar_10_question,same-as-tr,"Hangi gemi daha uzak?","Which ship is farther?","Hangi gemi daha uzak?"
sp_nearfar_11_answer,same-as-tr,"Bu adam daha yakın.","This man is nearer.","Bu adam daha yakın."
sp_nearfar_11_question,same-as-tr,"Hangi adam daha yakın?","Which man is nearer?","Hangi adam daha yakın?"
sp_nearfar_12_answer,same-as-tr,"Bu adam daha uzak.","This man is farther.","Bu adam daha uzak."
sp_nearfar_12_question,same-as-tr,"Hangi adam daha uzak?","Which man is farther?","Hangi adam daha uzak?"
sp_nearfar_1_answer,same-as-tr,"Bu ev daha yakın.","This house is nearer.","Bu ev daha yakın."
sp_nearfar_1_question,same-as-tr,"Hangi ev daha yakın?","Which house is nearer?","Hangi ev daha yakın?"
sp_nearfar_2_answer,same-as-tr,"Bu ev daha uzak.","This house is farther.","Bu ev daha uzak."
sp_nearfar_2_question,same-as-tr,"Hangi ev daha uzak?","Which house is farther?","Hangi ev daha uzak?"
sp_nearfar_3_answer,same-as-tr,"Bu uçak daha yakın.","This plane is nearer.","Bu uçak daha yakın."
sp_nearfar_3_question,same-as-tr,"Hangi uçak daha yakın?","Which plane is nearer?","Hangi uçak daha yakın?"
sp_nearfar_4_answer,same-as-tr,"Bu uçak daha uzak.","This plane is farther.","Bu uçak daha uzak."
sp_nearfar_4_question,same-as-tr,"Hangi uçak daha uzak?","Which plane is farther?","Hangi uçak daha uzak?"
sp_nearfar_5_answer,same-as-tr,"Bu kuşlar daha yakın.","These birds are nearer.","Bu kuşlar daha yakın."
